name,NComp,Phase,dev_NdValence,maxdiff_AtomicWeight,maxdiff_Electronegativity,MixingEntropy,mean_NsValence,mean_CovalentRadius,frac_pValence,maxdiff_NUnfilled,mean_NValance,mean_MeltingT,mean_DeltaHf,min_NpUnfilled
Ag0.03Al0.22Co0.08Cu0.16La1.0Ni0.08,6,AM,3.417172224,111.9239314,0.83,9.764041975,1.878980892,177.7643312,0.030261348,8,4.630573248,1230.786306,-27.10698203,0
Ag0.03Al0.22Co0.08Cu0.14La1.0Ni0.08,6,AM,3.333805031,111.9239314,0.83,9.638727893,1.890322581,178.3548387,0.031205674,8,4.548387097,1229.147806,-27.13306972,0
Ag0.03Al0.21Co0.08Cu0.04La1.0Ni0.08,6,AM,2.788832171,111.9239314,0.83,8.607821747,1.951388889,181.9722222,0.035472973,8,4.111111111,1222.269028,-26.70987654,0
Ag0.08Cu0.23Mg1.0Pd0.08Y0.15,5,AM,4.30184391,83.5632,0.98,9.132739912,1.694805195,144.5324675,0,9,4.324675325,1136.477597,-13.44341373,0
Ag0.08Cu0.23Gd0.15Mg1.0Pd0.08,5,AM,4.30184391,132.945,1,9.132739912,1.694805195,145.1168831,0,16,5.006493506,1115.730844,-13.44341373,0
Ag0.08Cu0.12Mg1.0Ni0.12Y0.15Zn0.08,6,AM,4.093008175,83.5632,0.71,10.06714353,1.870967742,142.9548387,0,9,4.393548387,1107.968516,-7.351675338,0
Cu0.31Mg1.0Y0.15Zn0.08,4,AM,4.30184391,64.60085,0.68,8.177077786,1.798701299,142.974026,0,9,4.428571429,1083.878636,-5.937257548,0
Al0.17Cu0.33Nd1.0Ni0.17,4,AM,4.299884883,117.2604614,0.77,9.084361542,1.80239521,171.3832335,0.014358108,9,7.089820359,1314.08024,-27.6632364,0
Al0.25Cu0.17Fe0.08Nd1.0Ni0.17,5,AM,3.731725765,117.2604614,0.77,9.994287599,1.898203593,170.8562874,0.022810219,9,6.562874251,1315.466108,-27.52669511,0
Al0.18Co0.08Cu0.25Nd1.0Ni0.13,5,AM,4.056761895,117.2604614,0.77,9.803555216,1.847560976,171.9390244,0.015915119,9,6.896341463,1321.675061,-27.3994646,0
Al0.25Cu0.15Ni1.0Si0.01Ti0.4Zr0.7,6,AM,3.390997655,64.2424614,0.58,11.93536559,1.940239044,144.0876494,0.016033254,7,6.709163347,1772.072908,-43.31391565,0
Al0.25Cu0.12Ni1.0Ti0.42Zr0.7,5,AM,3.348578868,64.2424614,0.58,11.64164298,1.951807229,144.4939759,0.01510574,7,6.646586345,1778.763012,-43.40936437,0
Al0.25Cu0.15Ni1.0Ti0.4Zr0.7,5,AM,3.38490768,64.2424614,0.58,11.76616293,1.94,144.22,0.014880952,7,6.72,1772.4132,-42.8112,0
Al0.25Cu0.12Ni1.0Ti0.41Zr0.71,5,AM,3.348578868,64.2424614,0.58,11.62394868,1.951807229,144.5542169,0.01510574,7,6.646586345,1779.514016,-43.5331043,0
Al0.22Ni1.0Ti0.44Zr0.56,4,AM,3.215597891,64.2424614,0.58,10.44681767,2,143.7027027,0.015006821,6,6.603603604,1792.37991,-45.45475205,0
Al0.17Cu0.33Ni0.17Pr1.0,4,AM,4.299884883,113.9261114,0.78,9.084361542,1.80239521,172.5808383,0.015682657,10,6.491017964,1260.188024,-27.6632364,0
Ca1.0Li0.55Mg0.45Sr1.0Yb1.0Zn1.0,6,AM,4,166.113,0.7,14.52510402,1.89,162.77,0,1,6.69,922.9119,-12.152,0
Ca1.0Cu0.5Mg1.0Sr1.0Yb1.0Zn0.5,6,AM,4,148.749,0.95,14.53343194,1.9,165.2,0,1,6.7,1041.045,-10.6,0
Ca1.0Mg1.0Sr1.0Yb1.0Zn1.0,5,AM,4,148.749,0.7,13.3808668,2,164.2,0,0,6.8,974.536,-13.12,0
Be0.16Cu0.56Ni0.33Sn0.07Ti1.0Zr0.11,6,AM,3.829900955,109.697818,0.63,11.93481052,1.748878924,143.1300448,0.009210526,8,6.816143498,1699.832646,-21.1268274,0
Be0.36Cu0.18Ni0.16Ti1.0Zr0.3,5,AM,2.941836161,82.211818,0.58,11.29522332,1.91,145.33,0,8,4.75,1830.9393,-26.3732,0
Be0.33Cu0.16Ni0.15Ti1.0Zr0.18,5,AM,2.936184772,82.211818,0.58,10.69941381,1.912087912,144.4505495,0,8,4.747252747,1821.584176,-25.6389325,0
Be0.52Cu0.4Ni0.25Ti0.43Zr1.0,5,AM,3.482254252,82.211818,0.58,12.47217846,1.846153846,145.2,0,8,5.253846154,1826.514615,-33.1056213,0
Be0.53Cu0.35Ni0.25Ti0.38Zr1.0,5,AM,3.418818861,82.211818,0.58,12.34873603,1.860557769,144.9721116,0,8,5.151394422,1832.509761,-34.17977492,0
Be0.5Cu0.3Ni0.08Ti1.0Zr0.62,5,AM,3.011062271,82.211818,0.58,11.62939955,1.88,146.408,0,8,4.632,1834.3724,-25.985536,0
Be0.45Cu0.22Ni0.2Ti1.0Zr0.62,5,AM,2.929954903,82.211818,0.58,11.96110903,1.911646586,146.8032129,0,8,4.738955823,1850.068032,-28.30547894,0
Be0.55Cu0.3Ni0.24Ti0.33Zr1.0,5,AM,3.336356574,82.211818,0.58,12.15179129,1.876033058,144.6115702,0,8,5.008264463,1838.256612,-35.28310908,0
Be0.56Cu0.26Ni0.23Ti0.29Zr1.0,5,AM,3.256814027,82.211818,0.58,11.94266917,1.888888889,144.4444444,0,8,4.888888889,1843.995812,-36.15391921,0
Be0.57Cu0.23Ni0.23Ti0.25Zr1.0,5,AM,3.202415217,82.211818,0.58,11.74955021,1.899122807,144.122807,0,8,4.811403509,1847.446096,-37.07894737,0
Be0.58Cu0.19Ni0.22Ti0.21Zr1.0,5,AM,3.098173282,82.211818,0.58,11.43904747,1.913636364,143.9272727,0,8,4.677272727,1853.884682,-38.06884298,0
Be0.59Cu0.16Ni0.21Ti0.18Zr1.0,5,AM,3.002779159,82.211818,0.58,11.14635668,1.925233645,143.7383178,0,8,4.560747664,1858.833271,-38.84129618,0
Al0.18Cu0.35Ni0.14Ti0.09Zr1.0,5,AM,3.539330375,64.2424614,0.58,10.21783358,1.801136364,156.1022727,0.01773399,7,5.767045455,1811.280739,-31.58819731,0
Al0.5Co1.0Cr1.0Cu1.0Fe1.0Ni1.0Ti0.2,7,FCC,2.725798682,36.5644614,0.37,15.4452509,1.649122807,130.7894737,0.010799136,7,8.122807018,1701.702632,-4.148968914,0
Co1.0Cu1.0Fe1.0Mn1.0Ni1.0,5,FCC,1.720465053,8.607955,0.36,13.3808668,1.8,130.6,0,4,9,1636.754,1.76,0
Al0.1Cr0.5Cu0.5Fe0.5Ni1.0,5,FCC,2.224460576,36.5644614,0.3,12.00512513,1.615384615,129.8461538,0.004385965,5,8.769230769,1729.127692,0.118343195,0
Al0.2Cr0.5Cu0.5Fe0.5Ni1.0,5,FCC,2.563326885,36.5644614,0.3,12.45064037,1.62962963,129.5185185,0.008658009,5,8.555555556,1699.658889,-1.700960219,0
Al0.25Co0.5Cr0.5Cu0.25Fe1.0Ni0.5,6,FCC,2.30337916,36.5644614,0.3,13.93621728,1.75,129.9166667,0.010416667,5,8,1740.603333,-3.527777778,0
Al0.17Co0.33Cr0.33Cu0.17Fe1.0Ni0.33,6,FCC,2.15056151,36.5644614,0.3,13.09870482,1.785407725,130.2060086,0.009125067,5,7.995708155,1748.322232,-2.824660613,0
Al0.14Co0.29Cr0.29Cu0.14Fe1.0Ni0.29,6,FCC,2.043496722,36.5644614,0.3,12.65745847,1.8,130.3395349,0.008134805,5,8.004651163,1757.122605,-2.597815035,0
Al0.3Cr0.5Cu0.5Fe0.5Ni1.0,5,FCC,2.820072007,36.5644614,0.3,12.71996564,1.642857143,129.2142857,0.012820513,5,8.357142857,1672.295,-3.265306122,0
Al0.25Nb1.0Ta1.0Ti1.0V1.0,5,BCC,0.984305914,153.9663414,0.13,12.70766391,1.764705882,159.3529412,0.007407407,3,7.941176471,2446.439412,-4.816608997,0
Al0.5Nb1.0Ta1.0Ti1.0V1.0,5,BCC,1.154700538,153.9663414,0.13,13.14521344,1.777777778,157.2222222,0.014492754,3,7.666666667,2362.385556,-8.395061728,0
Al0.5Co1.0Cr1.0Cu1.0Fe1.0Ni1.0Ti1.0,7,MP,2.931162905,36.5644614,0.37,16.00545758,1.692307692,134.3846154,0.01010101,7,7.615384615,1731.154615,-11.59763314,0
Al0.42Co0.83Cr0.83Cu0.83Fe0.83Ni0.83Ti1.0,7,MP,2.964609294,36.5644614,0.37,15.97647561,1.701974865,135.1543986,0.010052657,7,7.500897666,1736.843178,-12.95266705,0
Al0.36Co0.71Cr0.71Cu0.71Fe0.71Ni0.71Ti1.0,7,MP,2.988258277,36.5644614,0.37,15.91138755,1.710794297,135.8839104,0.009911894,7,7.397148676,1742.736436,-14.09995811,0
Al0.31Co0.62Cr0.62Cu0.62Fe0.62Ni0.62Ti1.0,7,MP,3.00270256,36.5644614,0.37,15.81519826,1.718820862,136.5918367,0.00962434,7,7.303854875,1749.236531,-15.06380572,0
Al0.28Co0.56Cr0.56Cu0.56Fe0.56Ni0.56Ti1.0,7,MP,3.014701897,36.5644614,0.37,15.72486707,1.725490196,137.1470588,0.009497965,7,7.225490196,1753.785,-15.80315263,0
Al0.25Co0.5Cr0.5Cu0.5Fe0.5Ni0.5Ti1.0,7,MP,3.025814858,36.5644614,0.37,15.59933858,1.733333333,137.8,0.009345794,7,7.133333333,1759.134,-16.60444444,0
Al0.45Cr0.5Cu0.5Fe0.5Ni1.0,5,MP,3.107293271,36.5644614,0.3,12.93707576,1.661016949,128.7966102,0.018867925,5,8.084745763,1634.727627,-5.216891698,0
Cu1.0Ni1.0P1.0Pd1.0Pt1.0,5,AM,3.773592453,164.110238,0.38,13.3808668,1.2,127.6,0.05,3,12,1454.504,-23.68,0
Be1.0Cu1.0Ni1.0Ti1.0Zr1.0,5,AM,3.878143886,82.211818,0.58,13.3808668,1.8,137.4,0,8,6.2,1742.954,-30.24,0
Ag1.0Al1.0Co1.0Cr1.0Cu1.0Ni1.0,6,MP,3.448026811,80.8866614,0.32,14.89668823,1.5,131.1666667,0.02,5,8.333333333,1533.695,2,0
Al0.12Co1.0Cr1.0Cu1.0Fe1.0Mn1.0Ni1.0Ti1.0V1.0,9,BCC+FCC,2.516175919,36.5644614,0.37,17.67277131,1.753694581,137.8719212,0.001988072,7,7.433497537,1798.003251,-8.818461986,0
Al0.25Co1.0Cr1.0Cu1.0Fe1.0Mn1.0Ni1.0Ti1.0V1.0,9,BCC,2.594052674,36.5644614,0.37,17.89357471,1.757575758,137.6060606,0.004115226,7,7.363636364,1784.380303,-9.520661157,0
Al0.67Co1.0Cr1.0Cu1.0Fe1.0Mn1.0Ni1.0Ti1.0V1.0,9,MP,2.799324829,36.5644614,0.37,18.21445158,1.769319493,136.8016148,0.010804709,7,7.152249135,1743.159735,-11.48134401,0
Al0.3Co1.0Cr1.0Cu0.5Fe1.0Ni1.0,6,MP,2.226341668,36.5644614,0.3,14.26738145,1.6875,129.8541667,0.007614213,5,8.208333333,1759.567917,-2.821180556,0
Al0.25Co0.5Cr0.5Cu0.25Fe0.5Ni1.0,6,MP,2.397915762,36.5644614,0.3,13.93621728,1.75,128.5833333,0.01,5,8.333333333,1726.77,-5.194444444,0
Al0.67Co0.67Cr0.67Cu0.33Fe0.67Ni1.0,6,BCC+FCC,2.938174467,36.5644614,0.3,14.53020037,1.750623441,128.3341646,0.0215781,5,7.743142145,1660.852618,-8.324923352,0
Al0.5Co0.5Cr0.5Cu0.25Fe0.5Ni1.0,6,BCC+FCC,2.882306768,36.5644614,0.3,14.23228045,1.769230769,128,0.019417476,5,7.923076923,1665.746923,-8.426035503,0
Al1.0Co0.64Cr1.0Cu0.36Fe0.64Ni0.71,6,MP,3.159510658,36.5644614,0.3,14.48255794,1.687356322,128.891954,0.032320621,5,7.112643678,1636.714299,-9.501577487,0
Al1.0Co1.0Cr1.0Cu0.5Fe1.0Ni1.0Si1.0,7,AM,3.42286084,36.5644614,0.3,16.00545758,1.769230769,126,0.065934066,5,7,1659.439231,-22.57988166,0
Al0.02Co1.0Cr1.0Fe1.0Mn1.0Ni1.0,6,FCC,1.227647724,31.9516564,0.36,13.54363639,1.800796813,131.9561753,0.000499251,4,7.980079681,1797.742908,-4.384057396,0
Al0.03Co1.0Cr1.0Fe1.0Mn1.0Ni1.0,6,FCC,1.256895262,31.9516564,0.36,13.60447961,1.801192843,131.9343936,0.000748316,4,7.970178926,1796.024672,-4.49470177,0
Al0.04Co1.0Cr1.0Fe1.0Mn1.0Ni1.0,6,FCC,1.285248789,31.9516564,0.36,13.65950888,1.801587302,131.9126984,0.000997009,4,7.96031746,1794.313254,-4.604434366,0
Al0.08Co1.0Cr1.0Fe1.0Mn1.0Ni1.0,6,FCC,1.390828483,31.9516564,0.36,13.84352929,1.803149606,131.8267717,0.001988072,4,7.921259843,1787.534961,-5.034410069,0
Al0.09Co1.0Cr1.0Fe1.0Mn1.0Ni1.0,6,MP,1.41549302,31.9516564,0.36,13.88317008,1.803536346,131.805501,0.002234914,4,7.911591356,1785.857033,-5.139705343,0
Al0.11Co1.0Cr1.0Fe1.0Mn1.0Ni1.0,6,MP,1.46300616,31.9516564,0.36,13.95682926,1.804305284,131.7632094,0.002727498,4,7.892367906,1782.520881,-5.347712363,0
Al0.12Co1.0Cr1.0Fe1.0Mn1.0Ni1.0,6,MP,1.485916141,31.9516564,0.36,13.99119923,1.8046875,131.7421875,0.002973241,4,7.8828125,1780.862578,-5.450439453,0
Al0.14Co1.0Cr1.0Fe1.0Mn1.0Ni1.0,6,MP,1.530177596,31.9516564,0.36,14.05568824,1.805447471,131.7003891,0.003463632,4,7.86381323,1777.565331,-5.653378552,0
Al0.16Co1.0Cr1.0Fe1.0Mn1.0Ni1.0,6,MP,1.572516494,31.9516564,0.36,14.11518338,1.80620155,131.6589147,0.003952569,4,7.84496124,1774.293643,-5.853013641,0
Al0.18Co1.0Cr1.0Fe1.0Mn1.0Ni1.0,6,MP,1.613095808,31.9516564,0.36,14.17032046,1.806949807,131.6177606,0.004440059,4,7.826254826,1771.04722,-6.049402961,0
Al0.19Co1.0Cr1.0Fe1.0Mn1.0Ni1.0,6,MP,1.632770351,31.9516564,0.36,14.19641422,1.807321773,131.5973025,0.004683263,4,7.816955684,1769.433391,-6.146398328,0
Al0.25Co1.0Cr1.0Fe1.0Mn1.0Ni1.0,6,MP,1.743143354,31.9516564,0.36,14.33534877,1.80952381,131.4761905,0.006134969,4,7.761904762,1759.879524,-6.712018141,0
Al0.1Co1.0Cr1.0Fe1.0Ni1.0,5,FCC,1.491598522,31.9516564,0.3,12.19786503,1.756097561,130.0243902,0.003003003,4,8.12195122,1848.865122,-5.0446163,0
Al0.4Co1.0Cr1.0Fe1.0Ni1.0,5,FCC,2.151301739,31.9516564,0.3,13.01060935,1.772727273,129.4090909,0.011695906,4,7.772727273,1786.451818,-8.223140496,0
Al0.44Co1.0Cr1.0Fe1.0Ni1.0,5,MP,2.213174504,31.9516564,0.3,13.0697145,1.774774775,129.3333333,0.012820513,4,7.72972973,1778.767297,-8.578849119,0
Al0.7Co1.0Cr1.0Fe1.0Ni1.0,5,MP,2.533612876,31.9516564,0.3,13.30808934,1.787234043,128.8723404,0.01994302,4,7.468085106,1732.00617,-10.57492078,0
Al0.8Co1.0Cr1.0Fe1.0Ni1.0,5,MP,2.628635049,31.9516564,0.3,13.35067532,1.791666667,128.7083333,0.02259887,4,7.375,1715.37,-11.21527778,0
Al0.9Co1.0Cr1.0Fe1.0Ni1.0,5,MP,2.712059851,31.9516564,0.3,13.37379345,1.795918367,128.5510204,0.025210084,4,7.285714286,1699.412857,-11.79508538,0
Al0.48Co0.48Cr0.48Fe0.48Ni1.0,5,MP,2.743285359,31.9516564,0.3,12.92156463,1.835616438,127.6164384,0.021352313,4,7.698630137,1691.912877,-11.95271158,0
Al0.5Co0.5Cr1.0Fe0.5Ni0.5,5,MP,2.544056254,31.9516564,0.3,12.97574634,1.666666667,130.1666667,0.023809524,4,7,1766.745,-11,0
Al1.0Co0.83Cr0.83Fe0.83Ni0.83,5,MP,2.911499685,31.9516564,0.3,13.35605135,1.80787037,128.1087963,0.032905561,4,7.034722222,1654.555556,-13.2444916,0
Al1.0Co0.56Cr0.56Fe0.56Ni0.56,5,MP,3.143181752,31.9516564,0.3,13.10648474,1.827160494,127.3950617,0.046554935,4,6.62962963,1582.157407,-15.02210029,0
Al1.0Co0.48Cr0.48Fe0.48Ni0.48,5,MP,3.214949131,31.9516564,0.3,12.92156463,1.835616438,127.0821918,0.053078556,4,6.452054795,1550.421233,-15.58266091,0
Al0.6Co1.0Cr1.0Fe1.0Ni1.0Ti0.4,6,MP,2.527924049,31.9516564,0.37,14.4999506,1.8,131.52,0.016483516,6,7.28,1764.6964,-15.072,0
Al0.43Co1.0Cr0.29Ni1.0Si0.14,5,MP,2.993801362,31.9516564,0.3,11.63522887,1.898601399,125.1328671,0.031429836,4,7.898601399,1666.353881,-17.42530197,0
Al0.8Co1.0Cr1.0Ni1.0Si0.2,5,MP,3.082207001,31.9516564,0.3,12.56573776,1.75,127,0.042553191,4,7.05,1690.044,-19.46,0
Al1.0Co0.2Cu1.0Fe1.0Ni1.0,5,MP,3.657688451,36.5644614,0.3,12.56847688,1.761904762,127.1904762,0.029585799,4,8.047619048,1472.342857,-4.943310658,0
Al1.0Co0.5Cu1.0Fe1.0Ni1.0,5,MP,3.541639433,36.5644614,0.3,13.14521344,1.777777778,127.1111111,0.02739726,4,8.111111111,1492.053333,-5.135802469,0
Al1.0Co1.0Cu0.5Fe1.0Ni1.0,5,BCC+FCC,3.292340531,36.5644614,0.3,13.14521344,1.888888889,126.4444444,0.028169014,4,7.888888889,1537.634444,-8.691358025,0
Al0.67Co1.0Cu0.67Fe0.67Ni0.67,5,MP,3.223902782,36.5644614,0.3,13.25721252,1.817934783,126.9103261,0.022010512,4,8.27173913,1541.918696,-5.289786153,0
Al0.5Co1.0Cu0.5Fe0.5Ni0.5,5,MP,3.091206165,36.5644614,0.3,12.97574634,1.833333333,126.8333333,0.02,4,8.333333333,1561.04,-5.222222222,0
Al0.33Co1.0Cu0.33Fe0.33Ni0.33,5,FCC,2.865442549,36.5644614,0.3,12.24118432,1.857758621,126.7112069,0.016871166,4,8.431034483,1591.370345,-4.971090963,0
Al1.0Co1.0Cu1.0Fe1.0Ni1.0Si1.0,6,BCC+FCC,3.847798794,36.5644614,0.3,14.89668823,1.833333333,124.3333333,0.066666667,4,7.5,1547.54,-20.44444444,0
Al1.0Co1.0Cu1.0Fe1.0Ni1.0Zr1.0,6,MP,3.45205253,64.2424614,0.58,14.89668823,1.833333333,135,0.022222222,7,7.5,1621.04,-23.88888889,0
Al0.25Co1.0Fe1.0Ni1.0,4,FCC,2.023530221,31.9516564,0.3,10.6859262,2,126.8461538,0.009009009,3,8.538461538,1704.728462,-6.059171598,0
Al0.6Co1.0Fe1.0Ni1.0Ti0.4,5,MP,2.819131072,31.9516564,0.37,12.92450607,2,129.65,0.019736842,6,7.6,1660.8705,-18.35,0
Al0.53Cr0.67Cu1.0Fe0.67Mn0.67Ni0.67,6,BCC+FCC,3.04129477,36.5644614,0.36,14.7350999,1.603325416,131.5700713,0.01588729,5,7.923990499,1591.916651,-1.719376442,0
Al0.2Cr1.0Cu1.0Fe1.0Ni1.0,5,FCC,2.42810453,36.5644614,0.3,12.56847688,1.523809524,131.2380952,0.005617978,5,8.476190476,1729.39619,2.31292517,0
Al0.4Cr1.0Cu1.0Fe1.0Ni1.0,5,FCC,2.774217185,36.5644614,0.3,13.01060935,1.545454545,130.7727273,0.011049724,5,8.227272727,1693.217727,0.289256198,0
Al0.5Cr1.0Cu1.0Fe1.0Ni1.0,5,FCC,2.910177967,36.5644614,0.3,13.14521344,1.555555556,130.5555556,0.01369863,5,8.111111111,1676.334444,-0.592592593,0
Al0.7Cr1.0Cu1.0Fe1.0Ni1.0,5,FCC,3.130625313,36.5644614,0.3,13.30808934,1.574468085,130.1489362,0.018867925,5,7.893617021,1644.723191,-2.136713445,0
Al0.8Cr1.0Cu1.0Fe1.0Ni1.0,5,BCC+FCC,3.220755174,36.5644614,0.3,13.35067532,1.583333333,129.9583333,0.021390374,5,7.791666667,1629.905417,-2.8125,0
Al0.9Cr1.0Cu1.0Fe1.0Ni1.0,5,MP,3.300196251,36.5644614,0.3,13.37379345,1.591836735,129.7755102,0.023872679,5,7.693877551,1615.692449,-3.431903374,0
Al1.0Cr0.83Cu0.83Fe0.83Ni0.83,5,MP,3.490654011,36.5644614,0.3,13.35605135,1.615740741,129.2615741,0.031201248,5,7.418981481,1575.738218,-5.022055041,0
Al1.0Cr0.67Cu0.67Fe0.67Ni0.67,5,MP,3.617654175,36.5644614,0.3,13.25721252,1.635869565,128.8288043,0.037807183,5,7.1875,1542.093995,-6.188238422,0
Al1.0Cr0.56Cu0.56Fe0.56Ni0.56,5,MP,3.710158984,36.5644614,0.3,13.10648474,1.654320988,128.4320988,0.044247788,5,6.975308642,1511.253457,-7.118427069,0
Al1.0Cr0.5Cu0.5Fe0.5Ni0.5,5,MP,3.760171391,36.5644614,0.3,12.97574634,1.666666667,128.1666667,0.048780488,5,6.833333333,1490.618333,-7.666666667,0
Al1.0Cr0.45Cu0.45Fe0.45Ni0.45,5,MP,3.79979692,36.5644614,0.3,12.82805133,1.678571429,127.9107143,0.053333333,5,6.696428571,1470.720179,-8.139030612,0
Al1.0Cr0.4Cu0.4Fe0.4Ni0.4,5,MP,3.835369496,36.5644614,0.3,12.63214747,1.692307692,127.6153846,0.058823529,5,6.538461538,1447.760769,-8.615384615,0
Al1.0Cr1.0Fe1.0Mo0.2Ni1.0,5,MP,2.876915708,68.9784614,0.55,12.56847688,1.714285714,130.1904762,0.035460993,4,6.714285714,1721.82619,-12.65306122,0
Al1.0Cr1.0Fe1.0Mo0.5Ni1.0,5,MP,2.779999112,68.9784614,0.55,13.14521344,1.666666667,131.7777778,0.033333333,4,6.666666667,1800.104444,-11.85185185,0
Al1.0Cr1.0Fe1.0Mo0.8Ni1.0,5,MP,2.692259997,68.9784614,0.55,13.35067532,1.625,133.1666667,0.031446541,4,6.625,1868.597917,-11.14583333,0
Al1.0Cr1.0Fe1.0Mo1.0Ni1.0,5,MP,2.638181192,68.9784614,0.55,13.3808668,1.6,134,0.03030303,4,6.6,1909.694,-10.72,0
Al0.2Cr0.67Fe1.0Ni0.33,4,IM,1.96844424,31.7118614,0.3,10.16829565,1.695454545,131.9318182,0.012562814,4,7.236363636,1831.151818,-6.503884298,0
Al0.27Cr0.67Fe1.0Ni0.33,4,IM,2.154757003,31.7118614,0.3,10.43315015,1.704845815,131.5947137,0.016738996,4,7.105726872,1803.47,-7.46523317,0
Al1.0Cr1.0Fe1.0Ni1.0,4,MP,2.947456531,31.7118614,0.3,11.52565132,1.75,129,0.037037037,4,6.75,1663.1175,-13.25,0
Co0.25Cr0.25Fe1.0Mn1.0,4,FCC,0.663324958,6.937095,0.33,9.923171408,1.9,134.9,0,3,7.5,1726.8,-0.96,0
Co1.0Cr1.0Fe1.0Mn1.0Nb1.0Ni1.0,6,FCC,1.343709625,40.91028,0.36,14.89668823,1.666666667,137.3333333,0,5,7.5,1959.333333,-12,0
Co0.12Cr0.05Fe1.0Mn0.68Ni0.65,5,FCC,1.141851129,6.937095,0.36,10.76564712,1.98,131.676,0,4,8.256,1715.312,-3.5824,0
Co1.0Cr0.71Fe0.71Mn0.71Ni0.71,5,FCC,1.141041115,6.937095,0.36,13.29219449,1.815104167,131.546875,0,4,8.075520833,1798.692708,-4.113932292,0
Co1.0Cr1.0Fe1.0Mn1.0Ni1.0Ti1.0,6,BCC+FCC,1.892969449,11.066195,0.37,14.89668823,1.833333333,136.6666667,0,6,7.333333333,1824.5,-13.44444444,0
Co1.0Cr1.0Fe1.0Mn1.0Ni1.0V0.5,6,MP,1.443137079,7.991695,0.36,14.69716888,1.818181818,133.9090909,0,5,7.727272727,1835.909091,-6.214876033,0
Co1.0Cr1.0Fe1.0Mn1.0Ni1.0V0.75,6,MP,1.531027553,7.991695,0.36,14.85482004,1.826086957,134.7391304,0,5,7.608695652,1851,-6.956521739,0
Co1.0Cr1.0Fe1.0Mo0.5Ni1.0,5,MP,1.154700538,43.9639,0.5,13.14521344,1.666666667,132.8888889,0,4,8,1985.555556,-4.345679012,0
Co1.0Cr1.0Fe1.0Mo0.85Ni1.0,5,MP,1.164537835,43.9639,0.5,13.36443411,1.618556701,134.4123711,0,4,7.855670103,2051.257732,-4.574343713,0
Co1.0Cr1.0Fe1.0Nb0.1Ni1.0,5,MP,1.169715006,40.91028,0.31,12.19786503,1.731707317,131.0731707,0,5,8.170731707,1893.170732,-5.425342058,0
Co1.0Cr1.0Fe1.0Nb0.16Ni1.0,5,MP,1.197105731,40.91028,0.31,12.43773549,1.721153846,131.5480769,0,5,8.125,1905.528846,-6.351701183,0
Co1.0Cr1.0Fe1.0Nb0.21Ni1.0,5,MP,1.218136,40.91028,0.31,12.59828472,1.712589074,131.9334917,0,5,8.087885986,1915.558195,-7.08188286,0
Co1.0Cr1.0Fe1.0Nb0.31Ni1.0,5,MP,1.255904279,40.91028,0.31,12.84659429,1.696055684,132.6774942,0,5,8.016241299,1934.918794,-8.43664709,0
Co1.0Cr1.0Fe1.0Nb0.41Ni1.0,5,MP,1.288732176,40.91028,0.31,13.0261011,1.680272109,133.3877551,0,5,7.947845805,1953.401361,-9.662640566,0
Co0.5Cr1.0Fe1.0Ni1.0Ti0.5,5,MP,1.832859787,11.066195,0.37,12.96635773,1.75,134.5,0,6,7.625,1893.375,-12.25,0
Co1.0Cu1.0Fe1.0Mn1.0Ni1.0Sn0.03,6,FCC,1.728822282,63.771955,0.41,13.60447961,1.801192843,130.6500994,0.001321004,4,9.029821074,1630.004453,1.772268971,0
Co1.0Cu1.0Fe1.0Mn1.0Ni1.0Sn0.05,6,MP,1.734228439,63.771955,0.41,13.71019304,1.801980198,130.6831683,0.002188184,4,9.04950495,1625.549307,1.780217626,0
Co1.0Cu1.0Fe1.0Mn1.0Ni1.0Sn0.08,6,MP,1.74209818,63.771955,0.41,13.84352929,1.803149606,130.7322835,0.003469211,4,9.078740157,1618.932362,1.791803584,0
Co1.0Cu1.0Fe1.0Mn1.0Ni1.0Sn0.1,6,MP,1.747189758,63.771955,0.41,13.92087237,1.803921569,130.7647059,0.004310345,4,9.098039216,1614.564314,1.799307958,0
Co1.0Cu1.0Fe1.0Mn1.0Ni1.0Sn0.2,6,MP,1.77090222,63.771955,0.41,14.22159654,1.807692308,130.9230769,0.008368201,4,9.192307692,1593.228077,1.834319527,0
Co1.0Cu1.0Fe1.0Ni1.0Sn0.04,5,MP,1.488445186,62.865,0.13,11.87334603,1.752475248,128.6039604,0.002074689,3,9.544554455,1654.696337,5.038721694,0
Co1.0Cu1.0Fe1.0Ni1.0Sn0.05,5,MP,1.490711985,62.865,0.13,11.93642003,1.75308642,128.6296296,0.002583979,3,9.555555556,1651.857778,5.048010974,0
Co1.0Cu1.0Fe1.0Ni1.0Sn0.1,5,MP,1.501535997,62.865,0.13,12.19786503,1.756097561,128.7560976,0.005076142,3,9.609756098,1637.872683,5.09220702,0
Co1.0Cu1.0Fe1.0Ni1.0Sn0.2,5,MP,1.520830421,62.865,0.13,12.56847688,1.761904762,129,0.009803922,3,9.714285714,1610.901429,5.170068027,0
Co1.0Cu1.0Fe1.0Ni1.0Sn0.5,5,MP,1.56347192,62.865,0.13,13.14521344,1.777777778,129.6666667,0.022222222,3,10,1537.18,5.333333333,0
Co1.0Cu1.0Fe1.0Ni1.0Ti1.0,5,FCC,2.653299832,15.679,0.37,13.3808668,1.8,134.8,0,7,8.4,1721.154,-11.04,0
